Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Best Stop Food Market,78702,11/20/2014,72,"1130 AIRPORT BLVD
AUSTIN, TX 78702
(30.267786, -97.696178)",2803494,Routine Inspection
Baskin Robbins,78758,12/05/2016,92,"12407 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41781, -97.704612)",2802274,Routine Inspection
Baby Acapulco #4,78753,08/07/2017,86,"13609 N IH 35 SVRD NB
AUSTIN, TX 78753
(30.42293, -97.671448)",2801593,Routine Inspection
Bella Donna Subs,78744,05/10/2016,95,"4612 BURLESON RD
AUSTIN, TX 78744
(30.213281, -97.732809)",11206604,Routine Inspection
Balkan Cafe & Grill,78758,12/03/2015,91,"11800 N LAMAR BLVD Bldg 3
AUSTIN, TX 78758
(30.387546, -97.683659)",11143174,Routine Inspection
Black Star Co-Op Pub and Brewery,78757,08/09/2016,80,"7020 EASY WIND DR Unit 100
AUSTIN, TX 78757
(30.338552, -97.719077)",10474096,Routine Inspection
BC - World Market #276,78738,01/20/2015,100,"12700 SHOPS PKWY Unit 200
BEE CAVE, TX 78738
(30.304866, -97.940164)",10262080,Routine Inspection
Big Lots # 1835,78727,04/23/2015,100,"2506 W PARMER LN Unit 100
AUSTIN, TX 78727
(30.419277, -97.702454)",11096268,Routine Inspection
BC - Plate by Dzintra,78738,01/27/2017,100,"12717 SHOPS PKWY Unit 100
BEE CAVE, TX 78738
(30.305053, -97.940736)",10521255,Routine Inspection
BC - Hill Country Food Mart,78738,12/07/2015,86,"13908 W SH 71 Bldg A
BEE CAVE, TX 78738
(30.309156, -97.961325)",10426941,Routine Inspection
"Backspace, The",78701,04/27/2017,84,"507 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.266916, -97.740594)",10527474,Routine Inspection
"BC - Woody's Tavern and Grill, Inc",78738,08/16/2016,86,"12801 SHOPS PKWY Unit 100
BEE CAVE, TX 78738
(30.305356, -97.941418)",11093282,Routine Inspection
Black Sheep Lodge,78704,11/12/2014,91,"2108 S LAMAR BLVD
AUSTIN, TX 78704
(30.248117, -97.771086)",10251709,Routine Inspection
"BC - Yogurt Planet, LLC",78738,05/24/2016,99,"12801 HILL COUNTRY BLVD Unit 103
BEE CAVE, TX 78738
(30.309017, -97.940445)",10262867,Routine Inspection
COTA - Kitchen Main Grand Stand,78617,04/21/2017,89,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.134236, -97.645076)",11229107,Routine Inspection
BC - We Olive & Wine Bar,78738,12/12/2014,83,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",11087595,Routine Inspection
Big Daddy's Burgers & Bar,78757,09/30/2016,91,"9070 RESEARCH BLVD SB Unit 101
AUSTIN, TX 78757
(30.373519, -97.727759)",10538135,Routine Inspection
Big Lots # 4131,78759,04/15/2016,100,"8666 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433983, -97.77023)",11096087,Routine Inspection
Bikinis Sports Bar and Grill ,78701,08/31/2016,76,"214 E 6TH ST
AUSTIN, TX 78701
(30.267451, -97.740665)",10304661,Routine Inspection
Baguette House & Cafe,78753,11/03/2016,74,"10901 N LAMAR BLVD Bunit 312
AUSTIN, TX 78753
(30.378384, -97.688383)",10275866,Routine Inspection
Blue Dahlia Bistro,78702,06/29/2015,82,"1115 E 11TH ST
AUSTIN, TX 78702
(30.268971, -97.728662)",2802522,Routine Inspection
Big Lots # 4387,78745,05/03/2016,99,"801 E WILLIAM CANNON DR Unit 135-A
AUSTIN, TX 78745
(30.19096, -97.771937)",11096118,Routine Inspection
Baby Acapulco #1,78741,12/28/2015,75,"1705 S LAKESHORE BLVD Bldg A
AUSTIN, TX 78741
(30.244879, -97.728661)",2800052,Routine Inspection
Biryani & Co.,78759,09/15/2016,58,"11150 RESEARCH BLVD SB Unit 210A
AUSTIN, TX 78759
(30.407225, -97.745609)",11394723,Routine Inspection
Barlata,78704,08/18/2015,91,"1500 S LAMAR BLVD
AUSTIN, TX 78704
(30.252147, -97.7643)",10935114,Routine Inspection
Blake Manor Elementary School,78653,03/26/2015,96,"18010 BLAKE MANOR RD
AUSTIN, TX 78653
(30.307619, -97.534255)",10002545,Routine Inspection
BC - Whole Foods Market - Meat,78738,06/15/2016,99,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744450,Routine Inspection
BC - McDonald's #8056,78738,10/21/2015,90,"12514 W SH 71
BEE CAVE, TX 78738
(30.30528, -97.936315)",10261051,Routine Inspection
Big Easy Bar and Grill,78702,05/04/2016,93,"1806 E 12TH ST
AUSTIN, TX 78702
(30.273683, -97.720484)",11284834,Routine Inspection
Big Bang,78701,09/08/2016,83,"415 E 6TH ST
AUSTIN, TX 78701
(30.266924, -97.738736)",2801798,Routine Inspection
BC - Whole Foods Market - Seafood,78738,12/01/2015,99,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744436,Routine Inspection
BC - Whole Foods Market - Wine Bar,78738,06/27/2017,97,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744457,Routine Inspection
Bikinis Sports Bar and Grill ,78701,02/18/2015,93,"214 E 6TH ST
AUSTIN, TX 78701
(30.267451, -97.740665)",10304661,Routine Inspection
Baranoff Elem School,78748,10/27/2015,100,"12009 BUCKINGHAM GATE RD
AUSTIN, TX 78748
(30.153175, -97.852736)",2801262,Routine Inspection
Barbara Jordan Elem School,78724,09/23/2015,97,"6711 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.300868, -97.647816)",2800461,Routine Inspection
BG Kitchens,78759,06/19/2017,99,"10611 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.398003, -97.745673)",11522890,Routine Inspection
Bawarchi Austin,78729,11/25/2014,76,"7318 MC NEIL DR Unit 102
AUSTIN, TX 78729
(30.435081, -97.767404)",10522431,Routine Inspection
Balcones Club Restaurant,78750,06/07/2017,93,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.437933, -97.780795)",10239549,Routine Inspection
BC - Twin Liquors Hill Country Galleria,78738,04/23/2015,100,"3925 MARKET ST
BEE CAVE, TX 78738
(30.307658, -97.937117)",10359618,Routine Inspection
Baty Elementary,78741,09/24/2015,100,"2101 FARO DR
AUSTIN, TX 78741
(30.228163, -97.713478)",2801064,Routine Inspection
BC - Jersey Giant Pizza,78738,02/24/2015,100,"13908 W SH 71
BEE CAVE, TX 78738
(30.309156, -97.961325)",11077106,Routine Inspection
BJ's Restaurant & Brewhouse,78758,05/15/2015,88,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.392147, -97.733029)",10575343,Routine Inspection
BC - Whole Foods Market - Prepared Foods,78738,06/27/2017,96,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744463,Routine Inspection
Blackshear Elementary,78702,09/02/2015,100,"1712 E 11TH ST
AUSTIN, TX 78702
(30.266697, -97.722371)",2800346,Routine Inspection
Becker Elementary,78704,05/23/2017,96,"906 W MILTON ST
AUSTIN, TX 78704
(30.25023, -97.759949)",2800433,Routine Inspection
BC - HEB Food Store #404,78738,09/08/2015,100,"12400 W SH 71
BEE CAVE, TX 78738
(30.303625, -97.933542)",10260892,Routine Inspection
Bill Miller BBQ,78754,12/22/2014,77,"8700 E US 290 HWY WB
AUSTIN, TX 78754
(30.328709, -97.658942)",2801889,Routine Inspection
Big Daddy's Burgers & Bar,78757,03/08/2016,76,"9070 RESEARCH BLVD SB Unit 101
AUSTIN, TX 78757
(30.373519, -97.727759)",10538135,Routine Inspection
BC - Tadashi,78738,03/17/2016,89,"12820 HILL COUNTRY BLVD Unit 105
BEE CAVE, TX 78738
(30.309337, -97.941269)",11022679,Routine Inspection
Balcones Club Grill,78750,10/27/2015,100,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.437933, -97.780795)",10239563,Routine Inspection
Baby Acapulco #2,78704,10/24/2014,78,"1628 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262892, -97.762527)",2800354,Routine Inspection
BC - Whole Foods Market - Retail,78738,06/27/2017,99,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744636,Routine Inspection
Banzai,78756,01/06/2017,95,"3914 N LAMAR BLVD
AUSTIN, TX 78756
(30.307173, -97.741801)",2802572,Routine Inspection
BC - Jersey Mike's Subs,78738,08/31/2015,96,"4005 MARKET ST
BEE CAVE, TX 78738
(30.307228, -97.937337)",10937488,Routine Inspection
Blue Star Cafe,78756,03/09/2016,82,"4800 BURNET RD Bldg C
AUSTIN, TX 78756
(30.318803, -97.739443)",2802981,Routine Inspection
Big Easy Bar and Grill,78702,04/11/2017,93,"1806 E 12TH ST
AUSTIN, TX 78702
(30.273683, -97.720484)",11284834,Routine Inspection
"BC - Spec's Wine, Spirits & Finer Foods",78738,09/08/2017,98,"13015 SHOPS PKWY
BEE CAVE, TX 78738
(30.307606, -97.945544)",10321333,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78738,07/20/2017,97,"12400 W SH 71
BEE CAVE, TX 78738
(30.303625, -97.933542)",10260923,Routine Inspection
BC - Whole Foods Market - Prepared Foods,78738,12/01/2015,93,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744463,Routine Inspection
Becker Elementary,78704,05/04/2016,98,"906 W MILTON ST
AUSTIN, TX 78704
(30.25023, -97.759949)",2800433,Routine Inspection
Berkman Food Mart,78723,06/03/2015,79,"6615 BERKMAN DR
AUSTIN, TX 78723
(30.319718, -97.689048)",2803871,Routine Inspection
Baretto,78759,01/05/2017,96,"10710 RESEARCH BLVD SB Unit 314
AUSTIN, TX 78759
(30.398617, -97.746473)",11555304,Routine Inspection
BC - Whole Foods Market - Seafood,78738,01/20/2015,97,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744436,Routine Inspection
BC - World Market #276,78738,06/24/2016,100,"12700 SHOPS PKWY Unit 200
BEE CAVE, TX 78738
(30.304866, -97.940164)",10262080,Routine Inspection
Blenders and Bowls,78701,08/12/2015,82,"206 E 4TH ST
AUSTIN, TX 78701
(30.265686, -97.741678)",10745599,Routine Inspection
BC - Subway,78738,11/20/2015,99,"12717 SHOPS PKWY Unit 600
BEE CAVE, TX 78738
(30.305053, -97.940736)",10262005,Routine Inspection
BC - Mandolas Italian Market,78738,02/05/2015,88,"12815 SHOPS PKWY Unit 400
BEE CAVE, TX 78738
(30.305757, -97.942392)",10338098,Routine Inspection
Barton Hills Assisted Living,78704,04/05/2017,93,"1606 NASH AVE
AUSTIN, TX 78704
(30.252383, -97.768899)",11231020,Routine Inspection
Blenders and Bowls,78701,01/04/2017,82,"206 E 4TH ST
AUSTIN, TX 78701
(30.265686, -97.741678)",10745599,Routine Inspection
Bertha Sadler Means YWLA,78723,05/05/2015,100,"6401 NORTH HAMPTON DR
AUSTIN, TX 78723
(30.314462, -97.681135)",2800249,Routine Inspection
Bamboo Bistro,78758,01/03/2017,90,"11101 BURNET RD Bunit 100
AUSTIN, TX 78758
(30.396129, -97.720128)",10439962,Routine Inspection
Barrington Elementary,78753,10/06/2016,100,"400 COOPER DR
AUSTIN, TX 78753
(30.360199, -97.696223)",2800127,Routine Inspection
Balcones Club Restaurant,78750,10/29/2014,92,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.437933, -97.780795)",10239549,Routine Inspection
BJ's Restaurant & Brewhouse,78758,12/16/2014,94,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.392147, -97.733029)",10575343,Routine Inspection
Black Walnut Cafe,78758,08/31/2016,87,"11101 BURNET RD Bunit 150
AUSTIN, TX 78758
(30.396129, -97.720128)",11406451,Routine Inspection
Becker Elementary,78704,11/10/2016,100,"906 W MILTON ST
AUSTIN, TX 78704
(30.25023, -97.759949)",2800433,Routine Inspection
BC - Tadashi,78738,02/10/2015,82,"12820 HILL COUNTRY BLVD Unit 105
BEE CAVE, TX 78738
(30.309337, -97.941269)",11022679,Routine Inspection
Baby Acapulco #1,78741,05/27/2015,88,"1705 S LAKESHORE BLVD Bldg A
AUSTIN, TX 78741
(30.244879, -97.728661)",2800052,Routine Inspection
"BC - Yogurt Planet, LLC",78738,06/29/2017,98,"12801 HILL COUNTRY BLVD Unit 103
BEE CAVE, TX 78738
(30.309017, -97.940445)",10262867,Routine Inspection
Bill Miller BBQ,78745,01/03/2017,87,"709 E BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.218036, -97.755599)",2800059,Routine Inspection
Barley Bean,78705,05/18/2015,97,"2222 RIO GRANDE ST Bunit 190
AUSTIN, TX 78705
(30.286839, -97.744777)",10815083,Routine Inspection
Bluebonnet Hill Golf,78724,03/09/2015,90,"9100 DECKER LN
AUSTIN, TX 78724
(30.317472, -97.61109)",2800707,Routine Inspection
Balcones Club Restaurant,78750,11/17/2016,92,"8600 BALCONES CLUB DR
AUSTIN, TX 78750
(30.437933, -97.780795)",10239549,Routine Inspection
Big Daddy's Burgers & Bar,78757,12/19/2014,88,"9070 RESEARCH BLVD SB Unit 101
AUSTIN, TX 78757
(30.373519, -97.727759)",10538135,Routine Inspection
BC - Mimi's Cafe #142,78738,11/23/2015,87,"12613 GALLERIA CIR
BEE CAVE, TX 78738
(30.307057, -97.938368)",10261056,Routine Inspection
Blazer Tag,78745,12/22/2016,94,"1701 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.227729, -97.784355)",2801669,Routine Inspection
Bader Food Mart,78617,12/10/2014,91,"17305 PEARCE LN Unit A
AUSTIN, TX 78617
(30.141685, -97.568232)",2802234,Routine Inspection
Baguette House & Cafe,78753,05/24/2017,70,"10901 N LAMAR BLVD Bunit 312
AUSTIN, TX 78753
(30.378384, -97.688383)",10275866,Routine Inspection
Blue Owl Brewing,78702,04/06/2017,96,"2400 E CESAR CHAVEZ ST Unit 300
AUSTIN, TX 78702
(30.254682, -97.717643)",11415491,Routine Inspection
BC - McDonald's #8056,78738,08/10/2017,87,"12514 W SH 71
BEE CAVE, TX 78738
(30.30528, -97.936315)",10261051,Routine Inspection
Barton Food Mart,78746,03/09/2017,76,"1500 SPYGLASS DR
AUSTIN, TX 78746
(30.258635, -97.786753)",11059581,Routine Inspection
Big Lots # 1749,78757,07/29/2015,100,"8740 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.365429, -97.718456)",11096134,Routine Inspection
Barton Springs Market,78704,02/09/2015,94,"1525 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261775, -97.761106)",10076899,Routine Inspection
Beatniks Market,78745,09/20/2016,90,"4415 MANCHACA RD
AUSTIN, TX 78745
(30.228343, -97.789354)",11130443,Routine Inspection
Barcelona,78701,01/07/2016,94,"209 E 6TH ST
AUSTIN, TX 78701
(30.267663, -97.741403)",2802541,Routine Inspection
Blue Baker,78759,11/07/2014,86,"10000 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.392352, -97.746845)",10758561,Routine Inspection
Backspin Bar & Grill,78749,05/28/2015,93,"5000 W SLAUGHTER LN
AUSTIN, TX 78749
(30.199948, -97.864096)",10496468,Routine Inspection
Black Sheep Lodge,78704,10/29/2015,97,"2108 S LAMAR BLVD
AUSTIN, TX 78704
(30.248117, -97.771086)",10251709,Routine Inspection
BC - Whole Foods Market - Wine Bar,78738,01/03/2017,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744457,Routine Inspection
BC - Primrose School of Bee Cave,78738,10/04/2016,98,"3801 JUNIPER TRCE
BEE CAVE, TX 78738
(30.308152, -97.934782)",11225177,Routine Inspection
Blazier Elementary,78747,11/04/2016,99,"8601 VERTEX BLVD
AUSTIN, TX 78747
(30.156278, -97.752948)",10066455,Routine Inspection
Ben White Shell,78745,02/19/2016,93,"2125 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.231155, -97.791658)",2803759,Routine Inspection
Bill Miller's Bar-B-Q,78748,02/23/2015,86,"136 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167243, -97.789998)",2802445,Routine Inspection
Barlata,78704,02/12/2016,97,"1500 S LAMAR BLVD
AUSTIN, TX 78704
(30.252147, -97.7643)",10935114,Routine Inspection
Bamboo Bistro,78745,03/19/2015,77,"6818 WEST GATE BLVD
AUSTIN, TX 78745
(30.207506, -97.815277)",11047442,Routine Inspection
BC - Whole Foods Market - Bakery,78738,05/28/2015,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744418,Routine Inspection
Beverage Barn,78741,08/30/2016,87,"2001 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24149, -97.728133)",2803502,Routine Inspection
Baguette House & Cafe,78753,04/19/2016,70,"10901 N LAMAR BLVD Bunit 312
AUSTIN, TX 78753
(30.378384, -97.688383)",10275866,Routine Inspection
Bill Miller Bar-B-Q,78728,03/15/2016,88,"14718 N IH 35 SVRD SB
AUSTIN, TX 78728
(30.438815, -97.66961)",2801785,Routine Inspection
Baskin Robbins,78758,06/09/2016,98,"12407 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41781, -97.704612)",2802274,Routine Inspection
Barton Creek Elementary,78733,09/09/2016,97,"1370 PATTERSON RD
AUSTIN, TX 78733
(30.303892, -97.878065)",2800711,Routine Inspection
Bill Miller BBQ,78757,10/03/2016,71,"8105 BURNET RD
AUSTIN, TX 78757
(30.359802, -97.729884)",2800062,Routine Inspection
Berts on 24th,78705,05/13/2015,100,"907 W 24TH ST
AUSTIN, TX 78705
(30.288121, -97.747334)",10809700,Routine Inspection
Better Bites Bakery,78736,09/13/2017,96,"11190 CIRCLE DR
AUSTIN, TX 78736
(30.223875, -97.953039)",10929761,Routine Inspection
Barton Hills Market #1,78704,01/30/2017,88,"1220 BARTON HILLS DR
AUSTIN, TX 78704
(30.261519, -97.775149)",10400697,Routine Inspection
Barton Springs Saloon,78704,04/21/2015,92,"424 S LAMAR BLVD SB
AUSTIN, TX 78704
(30.261249, -97.758464)",2803129,Routine Inspection
Bluebonnet Food Mart,78704,10/30/2015,94,"1701 BLUEBONNET LN
AUSTIN, TX 78704
(30.254763, -97.772096)",10543229,Routine Inspection
Barton Creek Market,78735,09/29/2016,88,"2700 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.28894, -97.871342)",10368062,Routine Inspection
Berkman Food Mart,78723,12/04/2014,74,"6615 BERKMAN DR
AUSTIN, TX 78723
(30.319718, -97.689048)",2803871,Routine Inspection
Barton Springs Market,78704,03/23/2017,85,"1525 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.261775, -97.761106)",10076899,Routine Inspection
Barnes & Noble Book & Cafe,78759,02/03/2017,100,"10000 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.392352, -97.746845)",2800943,Routine Inspection
Bearded Brothers,78736,08/04/2017,96,"11190 CIRCLE DR
AUSTIN, TX 78736
(30.223875, -97.953039)",11000089,Routine Inspection
Beatniks Market,78745,03/09/2016,95,"4415 MANCHACA RD
AUSTIN, TX 78745
(30.228343, -97.789354)",11130443,Routine Inspection
BJ's Restaurant & Brewhouse,78758,04/04/2017,85,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.392147, -97.733029)",10575343,Routine Inspection
BC - Whole Foods Market - Seafood,78738,05/28/2015,97,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744436,Routine Inspection
Baskin Robbins,78745,11/30/2016,99,"730 W STASSNEY LN Unit 150
AUSTIN, TX 78745
(30.209029, -97.78292)",10001578,Routine Inspection
Barton Hills Elementary,78704,05/02/2017,98,"2108 BARTON HILLS DR
AUSTIN, TX 78704
(30.254661, -97.782349)",2800338,Routine Inspection
"BC - Secure Link, Inc",78738,03/13/2017,87,"11402 FM 2244 RD
BEE CAVE, TX 78738
(30.310234, -97.911607)",11588783,Routine Inspection
Ben White Shell,78745,02/15/2017,94,"2125 W BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.231155, -97.791658)",2803759,Routine Inspection
Bill Miller BBQ,78745,07/27/2017,93,"709 E BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.218036, -97.755599)",2800059,Routine Inspection
BC - Subway,78738,01/05/2015,92,"12717 SHOPS PKWY Unit 600
BEE CAVE, TX 78738
(30.305053, -97.940736)",10262005,Routine Inspection
Baldwin Elementary,78739,09/29/2015,96,"12200 MERIDIAN PARK BLVD
AUSTIN, TX 78739
(30.184867, -97.92221)",10492636,Routine Inspection
Bill Miller's Bar-B-Q,78748,08/11/2017,79,"136 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167243, -97.789998)",2802445,Routine Inspection
Barrington Elementary,78753,09/22/2015,100,"400 COOPER DR
AUSTIN, TX 78753
(30.360199, -97.696223)",2800127,Routine Inspection
"BC - Yogurt Planet, LLC",78738,01/12/2017,100,"12801 HILL COUNTRY BLVD Unit 103
BEE CAVE, TX 78738
(30.309017, -97.940445)",10262867,Routine Inspection
Barton Food Mart,78746,02/26/2016,91,"1500 SPYGLASS DR
AUSTIN, TX 78746
(30.258635, -97.786753)",11059581,Routine Inspection
Baskin Robbins,78717,03/23/2016,92,"9900 W PARMER LN Unit 105
AUSTIN, TX 78717
(30.486211, -97.770513)",10232641,Routine Inspection
BC - Whole Foods Market - Coffee Bar,78738,01/20/2015,97,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744625,Routine Inspection
BC - Walgreens #11272,78738,11/05/2015,100,"12200 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.307203, -97.931757)",10262066,Routine Inspection
Barlata,78704,01/27/2015,75,"1500 S LAMAR BLVD
AUSTIN, TX 78704
(30.252147, -97.7643)",10935114,Routine Inspection
Big Lots # 4387,78745,06/21/2017,100,"801 E WILLIAM CANNON DR Unit 135-A
AUSTIN, TX 78745
(30.19096, -97.771937)",11096118,Routine Inspection
BC - Kwik Chek #55,78738,12/14/2015,100,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
(30.310236, -97.966515)",10374866,Routine Inspection
Barnison Catering,78703,05/22/2017,87,"2614 EXPOSITION BLVD
AUSTIN, TX 78703
(30.301917, -97.764901)",10323264,Routine Inspection
Bee Cave Coffee Co.,78758,10/06/2016,86,"3220 AMY DONOVAN PLZ Unit 100
AUSTIN, TX 78758
(30.396615, -97.727517)",11260327,Routine Inspection
BC - Whole Foods Market - Specialty,78738,06/27/2017,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744425,Routine Inspection
Baty Elementary,78741,03/09/2017,98,"2101 FARO DR
AUSTIN, TX 78741
(30.228163, -97.713478)",2801064,Routine Inspection
BC - We Olive & Wine Bar,78738,07/12/2016,95,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",11087595,Routine Inspection
BC - Jersey Giant Pizza,78738,03/17/2017,95,"13908 W SH 71
BEE CAVE, TX 78738
(30.309156, -97.961325)",11077106,Routine Inspection
Bluebonnet Food Mart,78704,04/18/2016,93,"1701 BLUEBONNET LN
AUSTIN, TX 78704
(30.254763, -97.772096)",10543229,Routine Inspection
BC - HEB Food Store #404,78738,01/05/2017,100,"12400 W SH 71
BEE CAVE, TX 78738
(30.303625, -97.933542)",10260892,Routine Inspection
Big Top Candy Shop,78704,09/07/2016,91,"1706 S CONGRESS AVE
AUSTIN, TX 78704
(30.246622, -97.750777)",10070728,Routine Inspection
Berryaustin 2 Go,78701,11/21/2014,97,"200 CONGRESS AVE
AUSTIN, TX 78701
(30.264656, -97.744063)",10550264,Routine Inspection
Bennu Coffee,78702,12/30/2014,100,"2001 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78702
(30.280055, -97.719699)",10257417,Routine Inspection
Barton Hills Assisted Living,78704,01/20/2016,94,"1606 NASH AVE
AUSTIN, TX 78704
(30.252383, -97.768899)",11231020,Routine Inspection
Baskin Robbins,78745,05/20/2015,100,"730 W STASSNEY LN Unit 150
AUSTIN, TX 78745
(30.209029, -97.78292)",10001578,Routine Inspection
BC - Panera Bread,78738,01/05/2017,90,"12901 HILL COUNTRY BLVD Unit 100
BEE CAVE, TX 78738
(30.309594, -97.941933)",10261319,Routine Inspection
Barnison Catering,78703,04/26/2016,89,"2614 EXPOSITION BLVD
AUSTIN, TX 78703
(30.301917, -97.764901)",10323264,Routine Inspection
BC - Whole Foods Market - Specialty,78738,01/03/2017,100,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307885, -97.937525)",10744425,Routine Inspection
BC - Plate by Dzintra,78738,09/24/2015,100,"12717 SHOPS PKWY Unit 100
BEE CAVE, TX 78738
(30.305053, -97.940736)",10521255,Routine Inspection
Bamboo Bistro,78758,06/21/2016,76,"11101 BURNET RD Bunit 100
AUSTIN, TX 78758
(30.396129, -97.720128)",10439962,Routine Inspection
BC - Sonesta Bee Cave,78738,03/14/2017,96,"12525 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.309715, -97.934312)",11330041,Routine Inspection
BC - HEB Food Store #404 (Deli/Bakery),78738,05/03/2016,100,"12400 W SH 71
BEE CAVE, TX 78738
(30.303625, -97.933542)",10260923,Routine Inspection
BC - World Market #276,78738,11/24/2015,100,"12700 SHOPS PKWY Unit 200
BEE CAVE, TX 78738
(30.304866, -97.940164)",10262080,Routine Inspection
Black Walnut Cafe,78758,07/31/2017,92,"11101 BURNET RD Bunit 150
AUSTIN, TX 78758
(30.396129, -97.720128)",11406451,Routine Inspection
Blake Manor Food Mart,78653,06/28/2017,82,"17530 BLAKE MANOR RD
AUSTIN, TX 78653
(30.319082, -97.540992)",10004691,Routine Inspection
Balkan Cafe & Grill,78758,12/09/2016,82,"11800 N LAMAR BLVD Bldg 3
AUSTIN, TX 78758
(30.387546, -97.683659)",11143174,Routine Inspection
BC - Rosie's Tamale House,78738,01/28/2015,84,"13436 W SH 71
BEE CAVE, TX 78738
(30.308155, -97.951749)",10261963,Routine Inspection
BC - Mimi's Cafe #142,78738,02/02/2017,100,"12613 GALLERIA CIR
BEE CAVE, TX 78738
(30.307057, -97.938368)",10261056,Routine Inspection
Baskin Robbins,78717,08/10/2016,95,"9900 W PARMER LN Unit 105
AUSTIN, TX 78717
(30.486211, -97.770513)",10232641,Routine Inspection
Banger's Sausage House and Beer Garden,78701,10/20/2016,79,"79 RAINEY ST
AUSTIN, TX 78701
(30.259022, -97.738686)",10801112,Routine Inspection
Blender's - ACC,78745,06/15/2017,97,"1820 W STASSNEY LN
AUSTIN, TX 78745
(30.21477, -97.796202)",11418909,Routine Inspection
BC - Tony C's,78738,11/16/2015,98,"12800 HILL COUNTRY BLVD Unit 160
BEE CAVE, TX 78738
(30.308957, -97.940292)",10262053,Routine Inspection
"Backspace, The",78701,10/06/2016,95,"507 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.266916, -97.740594)",10527474,Routine Inspection
Beverage Barn,78741,02/03/2017,86,"2001 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24149, -97.728133)",2803502,Routine Inspection
Bluebonnet Food Mart,78704,05/30/2017,87,"1701 BLUEBONNET LN
AUSTIN, TX 78704
(30.254763, -97.772096)",10543229,Routine Inspection
BC - Kwik Chek #55,78738,02/22/2017,99,"14417 W SH 71 Bldg A
BEE CAVE, TX 78738
(30.310236, -97.966515)",10374866,Routine Inspection
Barchi Japanese Restaurant,78701,11/23/2015,70,"206 COLORADO ST
AUSTIN, TX 78701
(30.265206, -97.745331)",10490383,Routine Inspection
